epoch,total_loss,data_loss,physics_loss
1,81.88583374023438,7.892189025878906,2.963941812515259
500,0.028549207374453545,9.012768714455888e-06,0.028459079563617706
1000,0.02165597677230835,4.122723566979403e-06,0.02161474898457527
1500,0.018272552639245987,3.1169051908364054e-06,0.018241383135318756
2000,0.016035985201597214,2.4673556708876276e-06,0.01601131074130535
2500,0.015145390294492245,9.420623428013641e-06,0.015051184222102165
3000,0.013948893174529076,2.4333735382242594e-06,0.013924559578299522
3500,0.011180584318935871,4.350889071247366e-07,0.011176233179867268
4000,0.009981026872992516,5.032226908951998e-06,0.009930704720318317
4500,0.009068071842193604,1.26491318042099e-06,0.009055422618985176
5000,0.008701087906956673,1.0536190302445902e-06,0.008690551854670048
5500,0.008060225285589695,9.00929171621101e-06,0.007970131933689117
6000,0.0077283186838030815,2.5939693841792177e-06,0.007702379021793604
6500,0.0074342056177556515,2.0163659428362735e-05,0.00723256915807724
7000,0.008169416338205338,7.804800407029688e-05,0.00738893635571003
7500,0.006972142960876226,9.486159797233995e-06,0.006877281237393618
8000,0.006311487872153521,7.414576884912094e-06,0.006237342022359371
8500,0.006368120200932026,8.48399486130802e-06,0.006283280439674854
9000,0.006017623003572226,6.877124542370439e-05,0.0053299106657505035
9500,0.005461066961288452,2.137703177140793e-06,0.005439689848572016
10000,0.005255596712231636,1.4812382687523495e-05,0.005107472650706768
10500,0.00505089620128274,9.467814834351884e-07,0.005041428375989199
11000,0.005580339580774307,4.389048262964934e-05,0.005141434725373983
11500,0.0048124236054718494,3.760152935683436e-07,0.0048086633905768394
12000,0.004814928397536278,1.4616370208386797e-05,0.004668764770030975
12500,0.004696399439126253,7.962911695358343e-06,0.004616770427674055
13000,0.004453545901924372,1.0469440212546033e-06,0.004443076439201832
13500,0.005614012014120817,0.00011850794544443488,0.0044289324432611465
14000,0.0050870757550001144,5.2702474931720644e-05,0.004560051020234823
14500,0.00437566265463829,5.235390290181385e-07,0.0043704272247850895
15000,0.004622602369636297,7.93560320744291e-06,0.0045432462356984615
15500,0.00420669000595808,2.570243623267743e-06,0.004180987365543842
16000,0.004101961851119995,2.843174570443807e-06,0.0040735299699008465
16500,0.0040863510221242905,5.799959126306931e-07,0.004080551210790873
17000,0.004025686532258987,2.01969351110165e-06,0.004005489405244589
17500,0.004214730579406023,2.151097396563273e-05,0.003999620676040649
18000,0.003962247632443905,8.680794053361751e-06,0.0038754395209252834
18500,0.004138369113206863,3.971957630710676e-05,0.0037411735393106937
19000,0.0038179364055395126,5.976804459351115e-06,0.003758168313652277
19500,0.0039057345129549503,2.263956230308395e-05,0.0036793388426303864
20000,0.003798587480559945,1.9076864191447385e-05,0.0036078188568353653
20500,0.0035213055089116096,1.4773552265978651e-06,0.0035065319389104843
21000,0.0035864906385540962,6.450596629292704e-06,0.003521984675899148
21500,0.0034979740157723427,1.0916607607214246e-05,0.003388807876035571
22000,0.003334055421873927,7.2031702984531876e-06,0.003262023674324155
22500,0.003122839843854308,1.5027883819129784e-05,0.0029725609347224236
23000,0.003012886270880699,5.259509180177702e-06,0.002960291225463152
23500,0.002807230455800891,1.514155064796796e-05,0.002655814867466688
24000,0.0026691860985010862,2.6989491743734106e-05,0.002399291144683957
24500,0.002313037868589163,1.2170256923127454e-05,0.0021913351956754923
25000,0.0019334584940224886,2.338266995138838e-06,0.0019100757781416178
25500,0.0018086101626977324,2.1502660274563823e-07,0.0018064598552882671
26000,0.0014131192583590746,3.3829934409368434e-07,0.0014097362291067839
26500,0.0011641859309747815,4.0722738958720583e-07,0.0011601136066019535
27000,0.0010004924843087792,1.4485572137346026e-06,0.0009860069258138537
27500,0.0007935871835798025,4.911957148578949e-06,0.0007444676011800766
28000,0.0005968943005427718,6.596306775463745e-06,0.0005309312255121768
28500,0.0004114577895961702,1.6153500155269285e-06,0.0003953042905777693
29000,0.00031657516956329346,3.460050265857717e-06,0.0002819746732711792
29500,0.00021596963051706553,3.735927123216243e-08,0.00021559603919740766
30000,0.00014056419604457915,8.331321623700205e-07,0.00013223287533037364
31000,1.123518828194392e-05,2.8208546609675977e-11,1.1234906196477823e-05
